gene_id	MB_1	MB_2	G_4_F_1	G_4_F_2	G_4_M_1	G_4_M_2	G_10_F_1	G_10_F_2	G_10_M_1	G_10_M_2	G_14_F_1	G_14_F_2	G_14_M_1	G_14_M_2	G_25_F_1	G_25_F_2	G_25_M_1	G_25_M_2	G_36_F_1	G_36_F_2	G_36_M_1	G_36_M_2	G_2m_F_1	G_2m_F_2	G_2m_M_1	G_2m_M_2	G_8m_F_1	G_8m_M_1	G_8m_M_2	G_18m_F_1	G_18m_F_2	G_18m_M_1	G_18m_M_2	LB_10.5_NA_1	LB_10.5_NA_2	LB_11.5_NA_1	LB_11.5_NA_2	LB_12.5_NA_1	LB_12.5_NA_2	LB_13.5_NA_1	LB_13.5_NA_2	LB_14.5_NA_1	LB_14.5_NA_2	LB_15.5_NA_1	LB_15.5_NA_2	MT_1	MT_2	SM_0_NA_1	SM_0_NA_old_1	SM_0_NA_2	SM_0_NA_old_2	MB_3	MB_4	MB_5	MT_3	MT_4	MT_5
ENSMUSG00000099183.1	0.447440656225415	0.270616513127878	0.410764916157746	1.04625438315196	0.255020005044296	3.62293900057605	1.01069279285076	2.45172477305456	2.7386847436089	0.966899641135198	6.62077619943	3.40848210066611	2.38498869038363	4.11054065941293	2.46572032320662	0.973117625592994	4.48965224949536	6.59137992516147	4.60780229947766	5.41419249349282	2.22447918586604	0.41909093309339	2.69245681299272	2.48833282944594	6.70975822504529	6.2836094560782	5.39504026241476	6.00773796650085	8.55422584867086	9.31572867629706	7.5293616143878	4.12708763172156	9.49682647715222	0.0	0.0	0.0	0.0	0.231088310397819	0.28903881010815	1.05485862608883	0.0	0.0	0.0	0.488635797263053	0.608175952601199	1.75449190133849	2.26727415294339	0.2821041584974	1.87926299064033	0.820783215968173	0.984803885169503	0.0	0.0	0.284425513082294	1.85931724011626	0.551599058089448	1.19617761443308
ENSMUSG00000065559.1	2639.37785763102	1045.32393608471	147941.708350748	135352.62173039	166440.591432195	45.7396048822726	137144.947833092	115313.197113462	122422.859618976	107014.760206472	129442.795475056	112637.938946649	89369.3422105792	88179.9054458204	45079.9427624122	95734.0956088067	71465.3865770173	62225.2630454944	30292.613877226	94271.2429226353	33945.5523763158	38712.6867626357	35059.8263903847	59784.684560268	29037.597011921	68642.1496981982	68537.8207736796	45821.017470502	48025.8679789664	54268.7774037685	130165.866044548	16656.9256816282	84011.4595039491	27.9842588543944	102.230643430907	554.446583458241	578.657393598576	2296.32454042312	2601.92736859356	3898.58167225331	4086.34226851848	6310.97606589529	4612.45372597806	11511.0377940244	4998.80087974679	377806.145312575	490661.754080228	84156.1841463105	114423.625342613	91859.8003773141	128558.07181702	6699.4708644719	5734.66842076181	7773.064847026	333027.578942736	358592.892866776	375866.219495602
ENSMUSG00000065480.1	90.7185930497029	20.7021632542826	91.1898113870196	97.5632212289199	108.893542153914	4.52867375072006	32.3421693712244	41.3728555452958	52.9479050431054	41.8184094790973	34.6317524277877	41.2116472171448	27.1888710703734	41.1054065941293	36.1638980736971	35.5187933341443	16.1627480981833	27.024657693162	23.9605719572838	23.0103180973445	16.5247025235763	19.2781829222959	24.2321113169345	33.5924931975201	31.3122050502114	16.9657455314111	18.4972808997077	32.4417850191046	12.2203226409584	54.3417506117328	70.080981180071	50.4774564187483	21.5261400148784	1.16601078559977	7.30218881649337	32.6771849315555	25.1590171129816	48.9907218043375	45.0900543768713	78.4111578726033	78.0752718168133	162.308148821158	114.037254356311	87.710125608718	43.7886685872863	15085.7061983421	12440.652607419	721.058229119355	898.019243384558	911.069369724672	876.672418577892	82.4383181200904	84.4128895425597	309.454958233536	8204.23732201298	7179.8891396213	6352.89931025408
ENSMUSG00000065405.3	8320.38272283971	8960.11274966403	5345.90000133499	4410.22378858128	4284.33608474417	7815.58515899268	7130.77455115975	8725.68846730119	6302.01789334892	6208.94604554967	11580.24686328	9440.87569482682	11744.6383069251	10763.1571066257	19874.5277118198	19600.7784941005	24470.4006206495	25793.3879231419	32853.6303952757	29139.86077404	30368.2720627023	32707.9518732736	36061.420324818	50154.2144271049	57748.6524568898	49282.3489640213	21281.1216751138	21673.5154879485	22135.892431832	48288.0795935858	26015.1027410351	45647.4940165166	29759.8885705693	5253.75309721615	5844.08775361597	4780.1038566182	4748.38557921514	6333.66841138341	5496.07297420647	4966.97765071029	4009.13066121291	4894.1800740905	5133.94709932872	4477.85844611862	4352.30984213171	6783.74293652526	7755.98688656362	4992.11518877	6162.37181245116	4142.49289099137	3175.79556889461	31078.0118247154	31775.4570111489	34242.5563710035	8592.83462519728	7964.53879975354	7576.28996541551
ENSMUSG00000065567.1	197.209469231352	97.421944726036	43.7464635708	62.7752629891174	47.433720938239	899.394606893004	80.5185258304442	84.8909702670143	90.6808948439391	101.76618722948	174.686633569576	127.353285761252	134.990359875713	162.659966093912	219.449108765389	241.576450553461	230.768125624062	202.355363702457	270.017214749391	343.124449275107	236.430359183476	275.76183397545	273.957480722009	409.330750443856	355.6171859274	319.83572131438	675.150752839333	851.897243649821	688.004164685956	844.626066650933	1005.45936635209	585.728975425098	969.942544199813	36.4378370499927	16.6489905016049	39.4257339935072	21.521568855683	17.793799900632	26.0134929097335	11.4276351159624	12.2640360597207	15.641427749525	18.1652263576425	16.3692992083123	17.8398279429685	78.2210972680076	96.8961374836861	14.3873120833674	18.1214645526032	17.8520349473078	19.4006365378392	511.907400542118	402.078108963168	573.970685400069	160.211168856684	145.897950864659	124.40247190104
ENSMUSG00000105982.1	1.15588836191566	0.879503667665602	0.821529832315492	0.0	0.0	0.0	2.02138558570153	0.30646559663182	0.304298304845433	0.0	1.01858095375846	0.0	0.0	0.0	1.64381354880441	0.486558812796497	0.0	0.0	0.0	0.0	0.317782740838006	0.0	0.0	1.24416641472297	0.0	0.62836094560782	0.770720037487823	0.0	0.0	0.0	1.15836332529043	0.95240483808959	1.26624353028696	0.0	0.0	0.355186792734299	0.0	0.0	0.28903881010815	0.0	0.345465804499174	0.0	0.504589621045626	0.0	0.0	1.31586892600387	2.9832554643992	0.2821041584974	0.268466141520047	0.820783215968173	0.689362719618652	0.493642623473595	1.4108003823269	0.568851026164587	0.619772413372086	3.03379481949197	1.19617761443308
ENSMUSG00000092852.1	0.0	0.0	0.0	0.0	0.0	0.452867375072006	0.336897597616921	0.0	0.304298304845433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.635565481676012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.08103774959918	0.292087552659735	3.90705472007729	2.42496550486569	3.46632465596728	2.60134929097335	4.04362473334053	2.41826063149422	2.26687358688768	2.27065329470532	1.22158949315763	1.2163519052024	0.0	0.0	2.5389374264766	1.07386456608019	2.05195803992043	1.1817646622034	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000098752.1	2.83379082276096	2.16493210502302	0.616147374236619	1.04625438315196	1.53012003026577	2.71720425043204	1.01069279285076	0.0	0.304298304845433	0.483449820567599	0.509290476879231	1.54931004575732	0.476997738076726	0.587220094201848	0.0	0.243279406398248	1.79586089979815	0.659137992516147	0.921560459895532	0.0	1.90669644502803	0.41909093309339	1.34622840649636	0.622083207361484	0.0	0.0	0.0	0.0	1.22203226409584	0.0	2.31672665058086	1.26987311745279	0.0	4.08103774959918	1.75252531595841	4.26224151281159	3.33432756919033	2.77305972477382	4.0465433415141	1.40647816811845	1.72732902249587	2.04018622819891	1.26147405261406	2.44317898631527	1.01362658766866	3.50898380267697	2.26727415294339	1.1284166339896	1.87926299064033	0.820783215968173	2.26504893588986	0.0	0.0	0.0	0.309886206686043	0.275799529044724	0.59808880721654
ENSMUSG00000098680.1	0.223720328112708	0.473578897973786	0.205382458078873	0.261563595787989	0.510040010088591	0.0	0.0	0.30646559663182	0.304298304845433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22203226409584	1.55262144604951	0.0	0.0	0.0	1.16601078559977	0.292087552659735	0.0	1.21248275243285	0.462176620795637	0.0	0.175809771014806	0.172732902249587	0.226687358688768	0.504589621045626	0.0	0.608175952601199	0.438622975334622	0.477320874303872	0.564208316994801	0.402699212280071	0.0	0.295441165550851	0.246821311736798	0.470266794108968	1.42212756541147	1.23954482674417	0.275799529044724	0.0
ENSMUSG00000106081.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.172732902249587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23954482674417	0.0	0.29904440360827
